"List of plants for all fuels, United States, all sectors"
"https://www.eia.gov/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vvvvu&geo=vvvvvvvvvvvvo&sec=g&freq=M&start=200101&end=202505&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=0"
"Wed Jul 30 2025 19:20:26 GMT-0700 (Pacific Daylight Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","Plant Code","State","Sector Name","Prime Movers","Fuel Types"
"Dietrich Drop",10807,"ID","Electric utility non-cogen","HY","WAT"
"Difwind Farms Ltd VI",54686,"CA","Electric utility non-cogen","WT","WND"
"Dighton Power Plant",55026,"MA","Electric utility non-cogen","CS","NG"
"Dignity - San Martin",61862,"NV","Electric utility non-cogen","PV","SUN"
"Dignity - Siena Campus",61825,"NV","Electric utility non-cogen","PV","SUN"
"Dike City Power Plant",56194,"IA","Electric utility","IC","DFO"
"Dileo Solar",67023,"TX","Electric utility non-cogen","PV","SUN"
"Dillard Complex",50396,"OR","Industrial cogen","ST","NG,WDS"
"Dillingham",109,"AK","Electric utility","IC","DFO"
"Dillon Hydro Plant",10421,"CO","Electric utility non-cogen","HY","WAT"
"Dillon Wind LLC",56791,"CA","Electric utility non-cogen","WT","WND"
"Dinuba Wastewater Treatment Plant",57827,"CA","Commercial non-cogen","PV","SUN"
"Dion R Holm",380,"CA","Electric utility","HY","WAT"
"Discovery Solar Center",63109,"FL","Electric utility","PV","SUN"
"Dissigno Healdsburg FPV, LLC",64308,"CA","Electric utility non-cogen","PV","SUN"
"Diversion Wind Energy LLC",67601,"TX","Electric utility","WT","WND"
"Division 1",59094,"CA","Electric utility non-cogen","PV","SUN"
"Division 2",59095,"CA","Electric utility non-cogen","PV","SUN"
"Division 3",59096,"CA","Electric utility non-cogen","PV","SUN"
"Dix Dam",1354,"KY","Electric utility","HY","WAT"
"Dix Solar, L.L.C",61864,"NJ","Electric utility non-cogen","PV","SUN"
"Dixie Creek Dairy Solar",67820,"CA","Industrial non-cogen","PV","SUN"
"Dixie Valley",52015,"NV","Electric utility non-cogen","ST,BT","GEO"
"Dixon Dairy Road Solar",58453,"NC","Electric utility non-cogen","PV","SUN"
"Dixon Hydroelectric Dam",54969,"IL","Electric utility non-cogen","HY","WAT"
"Dodds (CSG)",64734,"IL","Electric utility non-cogen","PV","SUN"
"Dodge Center Solar",60523,"MN","Electric utility non-cogen","PV","SUN"
"Dodge County Solar Hybrid",64223,"NE","Electric utility non-cogen","PV","SUN"
"Dodge Falls Associates",10526,"NH","Electric utility non-cogen","HY","WAT"
"Dodge Flat",63913,"NV","Electric utility non-cogen","BA,PV","MWH,SUN"
"Dodge Holdco Solar CSG",60833,"MN","Electric utility non-cogen","PV","SUN"
"Dodge Renewables 1",65515,"MN","Electric utility non-cogen","PV","SUN"
"Dodge Renewables 2",65516,"MN","Electric utility non-cogen","PV","SUN"
"DodgeSun CSG",61379,"MN","Electric utility non-cogen","PV","SUN"
"Dogwood Energy Facility",55178,"MO","Electric utility non-cogen","CT,CA","NG"
"Dogwood Solar, LLC",58844,"NC","Electric utility non-cogen","PV","SUN"
"Dolgeville Hydro",10238,"NY","Electric utility non-cogen","HY","WAT"
"Dome Project",54449,"CA","Industrial cogen","GT","NG"
"Dominguez Plant",52064,"CA","Industrial cogen","ST","WH"
"Dominion/Lo Mar",7797,"VA","Electric utility","IC,GT","DFO"
"Domino Farms Solar",60017,"MI","Electric utility","PV","SUN"
"Domino Sugar Arabi Plant",54512,"LA","Industrial cogen","ST","NG"
"Domino Sugar Baltimore",54795,"MD","Industrial cogen","ST","NG"
"Domtar Kingsport Mill",10252,"TN","Industrial cogen","ST","SLW,NG,WDS,OBS"
"Domtar Paper Co LLC Plymouth NC",50189,"NC","Industrial cogen","ST","NG,DFO,WDS,BLQ"
"Domtar Paper Company Rothschild",50190,"WI","Industrial non-cogen","HY","WAT"
"Don A Campbell 1 Geothermal",58533,"NV","Electric utility non-cogen","BT","GEO"
"Don A Campbell 2 Geothermal",60419,"NV","Electric utility non-cogen","BT","GEO"
"Don Henry",2243,"NE","Electric utility","GT","NG"
"Don Pedro",439,"CA","Electric utility","HY","WAT"
"Donaghy-Stockton",65177,"CA","Commercial non-cogen","PV","SUN"
"Donald C Cook",6000,"MI","Electric utility","ST","NUC"
"Donald Von Raesfeld Power Plant",56026,"CA","Electric utility","CT,CA","NG"
"Donati Solar",66217,"NY","Electric utility non-cogen","PV","SUN"
"Donnells",415,"CA","Electric utility non-cogen","HY","WAT"
"Dorchester Biomass",58707,"SC","Electric utility non-cogen","ST","WDS"
"Dorchester Solar Site",57265,"MA","Electric utility","PV","SUN"
"Dorena Hydro-Electric Facility",59357,"OR","Electric utility non-cogen","HY","WAT"
"Dos Palos",64693,"CA","Electric utility non-cogen","PV","SUN"
"Dos Palos Clean Power",67287,"CA","Electric utility non-cogen","PV","SUN"
"Dos Palos Cooperative Gin",68808,"CA","Industrial non-cogen","PV","SUN"
"Doswell Energy Center",52019,"VA","Electric utility non-cogen","GT,CT,CA","NG,DFO"
"Double Back Diamond",66624,"IL","Electric utility non-cogen","PV","SUN"
"Double C Generation Limited Partnership",50493,"CA","Electric utility non-cogen","GT","NG"
"Double J Dairy Array",67432,"CA","Industrial non-cogen","PV","SUN"
"Dougherty County Solar, LLC",62375,"GA","Electric utility non-cogen","PV","SUN"
"Douglas",114,"AZ","Electric utility","GT","DFO"
"Douglas County Forest Products",61761,"OR","Industrial cogen","ST","WDS"
"Douglas Dam",3400,"TN","Electric utility","HY","WAT"
"Douglas Pike Solar, LLC",67377,"RI","Electric utility non-cogen","PV","SUN"
"Douglas Solar",57934,"MA","Electric utility non-cogen","PV","SUN"
"Douglas Todd Community Solar One LLC CSG",63117,"MN","Electric utility non-cogen","PV","SUN"
"Dove Solar CSG",67361,"CO","Electric utility non-cogen","PV","SUN"
"Dover",2914,"OH","Electric utility","GT,ST","NG,BIT"
"Dover",64587,"MA","Electric utility non-cogen","PV","SUN"
"Dover CSG",63106,"NY","Electric utility non-cogen","PV","SUN"
"Dover Dairy",65766,"CA","Industrial non-cogen","PV","SUN"
"Dover Peaking",7777,"OH","Electric utility","IC","DFO"
"Dover Solar and Battery Storage",66129,"FL","Electric utility","BA,PV","MWH,SUN"
"Dover Sun Park",57337,"DE","Electric utility non-cogen","PV","SUN"
"Dow Jones South Brunswick Solar",57397,"NJ","Electric utility non-cogen","PV","SUN"
"Dow St Charles Operations",50152,"LA","Industrial cogen","CT,CA","OG,NG"
"Downeast Wind",68185,"ME","Electric utility non-cogen","WT","WND"
"Downing Parkway Solar",68434,"MA","Electric utility non-cogen","PV","SUN"
"Downs Farm Solar",59429,"NC","Electric utility non-cogen","PV","SUN"
"Downsville DPC Solar",60892,"WI","Electric utility non-cogen","PV","SUN"
"Downtown",55954,"VA","Electric utility","IC","DFO"
"Downtown Generation Plant",64552,"IA","Electric utility","IC","DFO"
"Doyle Energy Facility",55244,"GA","Electric utility","GT","NG"
"Dragstrip Farm",59102,"NC","Electric utility non-cogen","PV","SUN"
"Dresden Energy Facility",55350,"OH","Electric utility","CT,CA","NG"
"Dresden Generating Station",869,"IL","Electric utility non-cogen","ST","NUC"
"Dresser Hill CSG",64437,"MA","Electric utility non-cogen","PV","SUN"
"Dressor Plains Solar, LLC",64224,"IL","Electric utility non-cogen","PV","SUN"
"Drew Solar LLC",63127,"CA","Electric utility non-cogen","PV","SUN"
"Drexel Operations Center",56548,"NC","Electric utility","IC","DFO"
"Drift Creek Solar",63466,"OR","Electric utility non-cogen","PV","SUN"
"Drift Sand Wind Project LLC",59065,"OK","Electric utility non-cogen","WT","WND"
"Drinkwater Solar",66177,"NY","Electric utility non-cogen","PV","SUN"
"Driver Solar",65736,"AR","Electric utility","PV","SUN"
"Drop 1",585,"CA","Electric utility","HY","WAT"
"Drop 2 (CA)",385,"CA","Electric utility","HY","WAT"
"Drop 2 (WA)",6507,"WA","Electric utility","HY","WAT"
"Drop 3 (CA)",386,"CA","Electric utility","HY","WAT"
"Drop 4",387,"CA","Electric utility","HY","WAT"
"Drop 5",314,"CA","Electric utility","HY","WAT"
"Drop 5",61191,"CO","Electric utility non-cogen","HY","WAT"
"Drum 1",235,"CA","Electric utility","HY","WAT"
"Drum 2",236,"CA","Electric utility","HY","WAT"
"Dry Bridge Solar (Brown University)",62771,"RI","Electric utility non-cogen","PV","SUN"
"Dry Creek LFG to Energy Project",56461,"OR","Commercial non-cogen","IC","LFG"
"Dry Creek Project",54394,"ID","Electric utility non-cogen","HY","WAT"
"Dry Lake Solar Energy Center",63933,"NV","Electric utility","BA,PV","MWH,SUN"
"Dry Lake Wind LLC",57098,"AZ","Electric utility non-cogen","WT","WND"
"Dryden Rd #2 Community Solar Farm CSG",62477,"NY","Electric utility non-cogen","PV","SUN"
"Du Bay",3972,"WI","Electric utility","HY","WAT"
"Duane Arnold Solar I (50 MW)",67140,"IA","Electric utility","PV","SUN"
"Duane Arnold Solar II (150MW)",67537,"IA","Electric utility","PV","SUN"
"Duanesburg",61863,"NY","Electric utility non-cogen","PV","SUN"
"Dublin Solar I",60930,"GA","Electric utility non-cogen","PV","SUN"
"Dublin Street LLC",66664,"ME","Electric utility non-cogen","PV","SUN"
"Dubois Solar (Hybrid)",66218,"NY","Electric utility non-cogen","PV","SUN"
"Dudley",64572,"MA","Electric utility non-cogen","PV","SUN"
"Dudley River 2 Solar, LLC CSG",63570,"MA","Electric utility non-cogen","PV","SUN"
"Dudley River 3 Solar, LLC CSG",63569,"MA","Electric utility non-cogen","PV","SUN"
"Dudley River Solar, LLC CSG",63571,"MA","Electric utility non-cogen","PV","SUN"
"Dudley Solar CSG",62201,"MA","Electric utility non-cogen","PV","SUN"
"Duette Solar Power Plant",63978,"FL","Electric utility","PV","SUN"
"Duke Building 129",59434,"IN","Electric utility non-cogen","PV","SUN"
"Duke Building 87",59432,"IN","Electric utility non-cogen","PV","SUN"
"Duke Building 98",59433,"IN","Electric utility non-cogen","PV","SUN"
"Duke Energy CHP at Clemson University",63063,"SC","Electric utility","GT","NG"
"Dulles",60182,"CA","Electric utility non-cogen","PV","SUN"
"Dundas Solar Holdings LLC CSG",61626,"MN","Electric utility non-cogen","PV","SUN"
"Dunkleman Solar",66219,"NY","Electric utility non-cogen","PV","SUN"
"Dunlap",57299,"WY","Electric utility","WT","WND"
"Dunlap TP 1",3582,"TX","Electric utility","HY","WAT"
"Dunn",59376,"NC","Electric utility non-cogen","PV","SUN"
"Dunn Paper",54878,"NY","Industrial non-cogen","HY","WAT"
"Dunn Road Solar",63642,"OR","Electric utility non-cogen","PV","SUN"
"Dunns Bridge I Solar",66643,"IN","Electric utility","PV","SUN"
"Dunns Bridge II Solar",67893,"IN","Electric utility","BA,PV","MWH,SUN"
"Dunstable Solar 1, LLC",64696,"MA","Electric utility non-cogen","PV","SUN"
"Duplin Solar I LLC (160 Houston Lane)",60599,"NC","Electric utility non-cogen","PV","SUN"
"Duplin Solar LLC",58879,"NC","Electric utility non-cogen","PV","SUN"
"Duran Mesa LLC",64065,"NM","Electric utility non-cogen","WT","WND"
"Durant",6220,"IA","Electric utility","IC","DFO"
"Durbin Creek Windfarm (Burnt River)",59492,"OR","Electric utility non-cogen","WT","WND"
"Durham AWTF",60263,"OR","Commercial cogen","IC","OBG"
"Durham Solar",60131,"NC","Electric utility non-cogen","PV","SUN"
"Durrance",63495,"FL","Electric utility","PV","SUN"
"Dusenberry",64715,"NY","Electric utility non-cogen","PV","SUN"
"Dutch Flat",237,"CA","Electric utility","HY","WAT"
"Dutch Flat 2",413,"CA","Electric utility non-cogen","HY","WAT"
"Dutch Harbor",7502,"AK","Electric utility","IC","DFO"
"Dutch Hill Wind Project",56633,"NY","Electric utility non-cogen","WT","WND"
"Dutchess Cnty Resource Recovery Facility",10305,"NY","Commercial cogen","ST","MSB,NG,MSN"
"Duus Solar, LLC",63330,"OR","Electric utility non-cogen","PV","SUN"
"Dwight",6378,"MA","Electric utility non-cogen","HY","WAT"
"Dworshak",840,"ID","Electric utility","HY","WAT"
"Dynamic - Enfield Hammett Road CSG",67016,"ME","Electric utility non-cogen","PV","SUN"
"Dynamic - Exeter Solar CSG",67015,"ME","Electric utility non-cogen","PV","SUN"
"Dynamic - Glenburn Broadway One (CSG)",67017,"ME","Electric utility non-cogen","PV","SUN"
"Dynamic - Gray Solar",67014,"ME","Electric utility non-cogen","PV","SUN"
"Dynamic - Leeds Solar (CSG)",67013,"ME","Electric utility non-cogen","PV","SUN"
"Dynamic - Norridgewock Martin Stream (CSG)",67012,"ME","Electric utility non-cogen","PV","SUN"
"Dynamic - Wales Leeds Junction Road (CSG)",67011,"ME","Electric utility non-cogen","PV","SUN"
"Dynamic - Walpole",62324,"MA","Electric utility non-cogen","PV","SUN"
"Dynamic Corinth (CSG)",65858,"ME","Electric utility non-cogen","PV","SUN"
"Dynamic Energy CT STAG",67744,"CT","Electric utility non-cogen","PV","SUN"
"Dynamic Energy NJ - Ferrero",66815,"NJ","Electric utility non-cogen","PV","SUN"
"Dynamic Madison (CSG)",65859,"ME","Electric utility non-cogen","PV","SUN"
"Dynegy Moss Landing Power Plant Hybrid",260,"CA","Electric utility non-cogen","CT,BA,CA","MWH,NG"
"Dynegy Oakland Power Plant",6211,"CA","Electric utility non-cogen","GT","JF"
"E B Harris Electric Generating Plant",7897,"AL","Electric utility non-cogen","CT,CA","NG"
"E C Gaston",26,"AL","Electric utility","GT,ST","NG,DFO,BIT"
"E F Barrett",2511,"NY","Electric utility","GT,ST","NG,DFO"
"E F Oxnard Energy Facility",10776,"CA","Electric utility non-cogen","GT","NG"
"E J West",6527,"NY","Electric utility non-cogen","HY","WAT"
"E W Brown",1355,"KY","Electric utility","GT,ST,PV","NG,SUN,BIT"
"E&B Resources",60446,"CA","Electric utility non-cogen","PV","SUN"
"E-Volve Energy Holdings LLC",61493,"TX","Electric utility non-cogen","PV","SUN"
"E. Goenner Project CSG",63175,"MN","Electric utility non-cogen","PV","SUN"
"E. Porte Ct.",65539,"TX","Electric utility non-cogen","IC","DFO"
"EAFB - North Base",59132,"CA","Electric utility non-cogen","PV","SUN"
"EAFB - South Base",59133,"CA","Electric utility non-cogen","PV","SUN"
"EBZ Solar",59032,"MA","Electric utility non-cogen","PV","SUN"
"ECA CO Greeley",68640,"CO","Electric utility non-cogen","PV","SUN"
"ECP Uptown Campus",63485,"PA","Electric utility cogen","GT","NG"
"EDF - Liberty NY - Real Term CSG",67293,"NY","Electric utility non-cogen","PV","SUN"
"EDF Lancaster",59140,"MA","Electric utility non-cogen","PV","SUN"
"EDF Ph1 Toms River",64327,"NJ","Electric utility non-cogen","PV","SUN"
"EDF Renewable Windfarm V Inc",54453,"CA","Electric utility non-cogen","WT","WND"
"EDF Saucon Valley",67708,"PA","Electric utility non-cogen","PV","SUN"
"EE Waianae Solar Project",61172,"HI","Electric utility non-cogen","PV","SUN"
"EG178 Facility",56233,"TX","Industrial non-cogen","CT","NG"
"EHC West Hopkinton",54384,"NH","Electric utility","HY","WAT"
"ELACC Photovoltaic Power Facility",56814,"CA","Electric utility non-cogen","PV","SUN"
"ELP - Kipp",66645,"NY","Electric utility non-cogen","PV","SUN"
"ELP Claverack Solar",66425,"NY","Electric utility non-cogen","PV","SUN"
"ELP Greenport CSG",65753,"NY","Electric utility non-cogen","PV","SUN"
"ELP Kinderhook CSG",65754,"NY","Electric utility non-cogen","PV","SUN"
"ELP Livingston Solar",66424,"NY","Electric utility non-cogen","PV","SUN"
"ELP Myer CSG",65755,"NY","Electric utility non-cogen","PV","SUN"
"ELP Saugerties CSG",65757,"NY","Electric utility non-cogen","PV","SUN"
"EMWD - Moreno Valley RWRF",64406,"CA","Electric utility non-cogen","PV","SUN"
"EMWD - Perris Valley RWRF",64396,"CA","Electric utility non-cogen","PV","SUN"
"EMWD - San Jacinto RES BCT",64399,"CA","Electric utility non-cogen","PV","SUN"
"EMWD - San Jacinto RWRF NEM",64397,"CA","Electric utility non-cogen","PV","SUN"
"EMWD - Sun City RWRF",64398,"CA","Electric utility non-cogen","PV","SUN"
"ENGIE 2019 ProjectCo-MA1, LLC",65175,"MA","Electric utility non-cogen","PV","SUN"
"ENGIE 2020 ProjectCo-WI1 LLC",65659,"WI","Electric utility non-cogen","PV","SUN"
"ENGIE Long Draw Solar LLC",62845,"TX","Electric utility non-cogen","PV","SUN"
"ENGIE Solidago Solar Project - Hybrid",65304,"DE","Electric utility non-cogen","PV","SUN"
"ENO Paterson Solar",61647,"LA","Electric utility","PV","SUN"
"ER Bison Solar CSG",66097,"PA","Electric utility non-cogen","PV","SUN"
"ER Bone Hill Solar, LLC",65135,"VT","Electric utility non-cogen","PV","SUN"
"ER Center Road Solar, LLC",65166,"VT","Electric utility non-cogen","PV","SUN"
"ER Salvage Yard",64863,"VT","Electric utility non-cogen","PV","SUN"
"ER Sand Hill",65619,"VT","Electric utility non-cogen","PV","SUN"
"ESA Albemarle NC Solar",66718,"NC","Electric utility non-cogen","PV","SUN"
"ESA Boston Solar, LLC",64363,"NC","Electric utility non-cogen","PV","SUN"
"ESA Buies Creek, LLC",63732,"NC","Electric utility non-cogen","PV","SUN"
"ESA Four Oaks 2 NC LLC",62996,"NC","Electric utility non-cogen","PV","SUN"
"ESA Hamlet NC , LLC",63377,"NC","Electric utility non-cogen","PV","SUN"
"ESA Selma",59956,"NC","Electric utility non-cogen","PV","SUN"
"ESA Smithfield",59955,"NC","Electric utility non-cogen","PV","SUN"
"ESCA-LL-COLTON, LLC",64270,"CA","Electric utility non-cogen","PV","SUN"
"ESIL-PFCHICAGO 2, LLC",63889,"IL","Electric utility non-cogen","PV","SUN"
"ESIL-PFCHICAGO 3, LLC",63888,"IL","Electric utility non-cogen","PV","SUN"
"ETS Ewing Solar Facility",57574,"NJ","Electric utility non-cogen","PV","SUN"
"Eagle",2555,"NY","Electric utility non-cogen","HY","WAT"
"Eagle Creek",63078,"CA","Electric utility non-cogen","PV","SUN"
"Eagle Pass",3437,"TX","Electric utility non-cogen","HY","WAT"
"Eagle Point",3024,"OR","Electric utility","HY","WAT"
"Eagle Point Power Generation",50561,"NJ","Electric utility non-cogen","CT","NG,DFO"
"Eagle Point Solar",61560,"OR","Electric utility non-cogen","PV","SUN"
"Eagle Shadow Mountain Solar Farm",61852,"NV","Electric utility non-cogen","PV","SUN"
"Eagle Solar",60161,"NC","Electric utility non-cogen","PV","SUN"
"Eagle Springs Solar LLC",59239,"CO","Electric utility non-cogen","PV","SUN"
"Eagle Valley (IN)",991,"IN","Electric utility","CT,CA","NG"
"Eagle Valley (MI)",57405,"MI","Electric utility non-cogen","IC","LFG"
"Earl F Wisdom",1217,"IA","Electric utility","GT,ST","NG,DFO"
"Earlville",7865,"IA","Electric utility","IC","DFO"
"Earp Solar, LLC",66631,"IL","Electric utility non-cogen","PV","SUN"
"Earthmovers LFGTE",57250,"IN","Electric utility","IC","LFG"
"East 12th Street",7013,"KS","Electric utility","ST","NG"
"East Acres Solar NG, LLC",61755,"MA","Electric utility non-cogen","PV","SUN"
"East Amwell",60327,"NJ","Electric utility non-cogen","PV","SUN"
"East Barnet",788,"VT","Electric utility","HY","WAT"
"East Bend",6018,"KY","Electric utility","ST","DFO,BIT"
"East Blackland Solar Project 1",57659,"TX","Electric utility non-cogen","PV","SUN"
"East Bridgewater Solar",62197,"MA","Electric utility non-cogen","PV","SUN"
"East Brookfield Adams Road Solar LLC CSG",64129,"MA","Electric utility non-cogen","PV","SUN"
"East Brookfield Main Street Solar LLC CS",63887,"MA","Electric utility non-cogen","PV","SUN"
"East Campus Steam Plant",58195,"PA","Commercial cogen","GT","NG,DFO"
"East Campus Utility Plant",57929,"OH","Commercial non-cogen","IC","DFO"
"East Chicago",59018,"IN","Electric utility non-cogen","PV","SUN"
"East Cleveland Road Solar",66810,"CA","Electric utility non-cogen","PV","SUN"
"East Fishkill CSG",65752,"NY","Electric utility non-cogen","PV","SUN"
"East Fork Wind Project, LLC",62220,"KS","Electric utility non-cogen","WT","WND"
"East Hampton",2512,"NY","Electric utility","IC,GT","DFO"
"East Highline",586,"CA","Electric utility","HY","WAT"
"East Kansas Agri-Energy, LLC",59383,"KS","Industrial non-cogen","ST","WH"
"East Line Solar",62899,"AZ","Electric utility non-cogen","PV","SUN"
"East Longmeadow Solar PV",62059,"MA","Electric utility","PV","SUN"
"East Nash PV2",63789,"NC","Electric utility non-cogen","PV","SUN"
"East Norfolk",2561,"NY","Electric utility non-cogen","HY","WAT"
"East Orange Solar",60727,"NJ","Electric utility non-cogen","PV","SUN"
"East Pecos Solar",60436,"TX","Electric utility non-cogen","PV","SUN"
"East Point Energy Center, LLC",65805,"NY","Electric utility non-cogen","PV","SUN"
"East Portal Generator",50375,"CA","Electric utility non-cogen","HY","WAT"
